"","","","","","","","","","","","","","","","",""
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.211721983361881,0.876176073451114,0.631330836185502,0.581585825453624,0.845506316090867,1.00551470640032,0.888734356667911,1.19238532787479,1.00035922163967,0.853587594786017,0.980494148403851,1.14992412033407,1.58123568601972,1.29429734491416,0.825514400325831,0.910180857498982,0.998574701297822
0.240576527837403,0.654401881955778,0.657439864295283,0.617426661796441,0.909383508249262,0.927258404507276,1.03616133831798,1.06974316114772,0.950786695786731,0.686166779712616,1.03738621595211,0.959332318788066,1.18878717984987,1.41446029183864,0.907818929825061,0.956512902025931,0.981292950289839
0.231174169108365,0.700268816893233,0.574519520687663,0.645715945311812,0.948502102970291,0.93828781730792,1.00945758165958,1.07238811172946,0.853222213878336,0.836780866898482,1.10069895986682,1.1019726864887,1.12013731135027,1.0773930854609,0.895473236079188,1.06170832460449,1.0015525576994
0.183317850366423,0.57736895107938,0.524718964831311,0.412895729763058,0.773211190033776,0.828518903061293,0.808901252757249,0.965267628307636,0.945613909592593,0.98093083157875,1.06542587850543,1.15569043807074,1.32837529557022,1.2077393144524,1.07818929825061,0.969179704425353,0.990251972917829
0.185907721887304,0.716481853504595,0.659615617952282,0.508742375539505,0.805644965241716,0.876050420856026,0.783866484419211,1.00925732602685,0.868956104611157,0.900452494667829,0.957168400025547,1.11077390042254,1.36956521666998,1.07535641132856,1.21399176237701,0.996138994652446,1.0031051161369
0.180699828689294,0.659694218728441,0.568354889415775,0.441068834713291,0.824709087063486,0.870010500695889,0.783310152290173,1.05067167760507,0.847187299082572,0.767291533560588,0.977974641413845,1.0224582688241,1.15331808942027,1.33401222471078,0.89053497767549,0.948519947688188,0.983227284242794
0.174816316230257,0.692456315808382,0.540251419869516,0.446587277812032,0.71527606126035,1.05540966326758,0.922948540601012,1.07572910066313,0.908326747565076,0.946024560675541,1.14003576050716,0.982701055591196,1.31235697632993,1.19450102118686,0.953909452978374,0.886743885699762,1.00984983487043
0.173633983543926,0.729838709255021,0.613320439287639,0.558176009667049,0.816538748114156,0.810136550932069,0.834770519288844,0.950441985372822,0.95897693833701,0.907563024737497,1.04161248277659,1.03520485573534,1.37643022011033,1.44908351583596,0.950617272753137,0.877938086683524,0.972664800021277
0.172085690662647,0.71572580469817,0.538075667965206,0.453906476878358,0.716761573516594,0.831670170389088,0.989707928213618,0.79947101109476,0.908685969204742,0.920814478217218,0.989190506906565,1.39787556298065,1.21624712724971,1.46741343536923,1.10370368902911,0.790489736905314,0.952252481667435
0.168172733225077,0.562920027537624,0.572585518994944,0.40476328747908,0.626145088945851,0.837184869173864,1.13852573211952,0.90492100004975,0.781018751811706,0.719780216741726,0.949366058915697,1.24279210943007,1.26086956666003,1.18533604665444,1.05185185644871,0.794824900011681,0.965385594089904
0.181009486939001,0.591985886549744,0.445968814564479,0.413186174491324,0.64570437912637,0.706407564461125,1.43365786148417,0.82821744327171,0.793519649871014,0.744343891635979,0.842652795081706,0.916236717097916,1.39702516406982,1.27494908831472,1.07901234927399,0.751337804001983,0.961847798543423
0.181319145188708,0.545194890877256,0.430255047305755,0.449491721725535,0.644714035228875,0.816701677236474,1.25674547866404,0.961578617170233,0.718586106259796,0.849385912814134,0.758615084729944,1.35235204081229,1.25514873598987,1.16191447132188,0.913580239252146,0.718959560383023,0.948078391872957
0.145511358641927,0.527217741196287,0.381904992718942,0.465524252532371,0.678385742103682,0.886029413752587,1.13518776354557,0.90714832600553,0.733673396374432,1.00258564900224,0.838182705760433,1.06403641801506,1.36270024641041,1.17006110878813,1.21234566033023,0.636456004273496,0.946805803376962
0.149959181293794,0.519741263968653,0.480962166017397,0.452047633312781,0.736073283107736,0.709558824173373,0.969680116769892,0.889468921185244,0.648897191503864,1.06334841930082,0.831111834497905,0.881335353622654,1.49656749827983,1.52342159009835,1.09300409733001,0.703854229841227,0.955663018954797
0.140106410268319,0.625420026471806,0.424755228677567,0.45936683069453,0.680861598257421,0.984768907583024,1.01529902868069,0.806988236195515,0.760543143352526,0.755656113050511,0.784947985091832,0.942943851159503,1.23798627716017,1.25865581338222,1.21152263317516,0.737858158888436,0.908704505076412
0.144497930974945,0.536542337457832,0.462710020660633,0.391983734596582,0.510769992577752,0.753676467760404,0.717107096806606,0.739263589699853,0.624685681325727,0.658371038879074,0.914986997304127,1.0846737420799,1.47597255432033,1.30040733777963,1.14156377355349,0.76515613210647,0.944744209688686
0.135011119328045,0.463037635156803,0.379003988427174,0.398431599478111,0.635553352382052,0.797531512083073,1.05452016950811,0.828287047712456,0.74538400849326,0.699095024723812,0.686768529858057,1.00758725369473,1.32036611935969,1.23727088265044,1.13004115469932,0.718553138043775,0.92372104903391
0.125918418848714,0.541498655245591,0.369273540219817,0.335927969424381,0.688041593309256,0.736081928655354,1.11682893235544,0.641330827864133,0.662619441887947,0.936651580699178,0.722285436073193,0.95022761259415,1.47940503945012,1.30651730111353,1.04444444497485,0.703854229841227,0.913133112865329
0.129690623055926,0.450856855598167,0.382448931133192,0.375660760746058,0.591235457584172,0.790441172018853,1.0609179405915,0.820421800407967,0.576621884692604,0.857466068289376,0.655721717678108,1.1681335327219,1.67048056484037,1.26782075838307,1.17613167785263,0.646074646003858,0.956579282406197
